"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-03","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3530.9","","","","1"
"2021-04","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3533.4","","","","1"
"2021-05","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3535.0","","","","1"
"2021-06","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3536.4","","","","1"
"2021-07","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3538.2","","","","1"
"2021-08","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3541.3","","","","1"
"2021-09","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3545.4","","","","1"
"2021-10","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3550.5","","","","1"
"2021-11","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3556.1","","","","1"
"2021-12","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3562.1","","","","1"
"2022-01","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3568.0","","","","1"
"2022-02","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3574.1","","","","1"
"2022-03","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3580.2","","","","1"
"2022-04","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3586.7","","","","1"
"2022-05","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3593.8","","","","1"
"2022-06","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3601.3","","","","1"
"2022-07","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3609.1","","","","1"
"2022-08","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3617.8","","","","1"
"2022-09","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3627.4","","","","1"
"2022-10","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3638.0","","","","1"
"2022-11","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3647.9","","","","1"
"2022-12","Alberta","2016A000248","Total population","Population","15 years and over","Persons","249","thousands","3","v53037056","14.1.1.1","3657.4","","","","1"
"2015-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","657.3","","","","1"
"2015-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","654.3","","","","1"
"2015-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","665.3","","","","1"
"2015-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","692.4","","","","1"
"2015-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","713.0","","","","1"
"2015-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","723.4","","","","1"
"2015-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","729.9","","","","1"
"2015-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","731.2","","","","1"
"2015-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","737.0","","","","1"
"2015-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","739.2","","","","1"
"2015-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","745.7","","","","1"
"2015-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","747.0","","","","1"
"2016-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","755.5","","","","1"
"2016-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","767.2","","","","1"
"2016-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","774.2","","","","1"
"2016-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","773.0","","","","1"
"2016-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","776.2","","","","1"
"2016-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","777.9","","","","1"
"2016-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","785.7","","","","1"
"2016-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","789.9","","","","1"
"2016-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","797.4","","","","1"
"2016-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","799.3","","","","1"
"2016-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","791.6","","","","1"
"2016-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","782.0","","","","1"
"2017-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","774.0","","","","1"
"2017-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","766.6","","","","1"
"2017-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","765.8","","","","1"
"2017-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","768.7","","","","1"
"2017-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","780.7","","","","1"
"2017-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","794.1","","","","1"
"2017-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","800.9","","","","1"
"2017-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","800.7","","","","1"
"2017-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","794.8","","","","1"
"2017-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","789.3","","","","1"
"2017-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","786.4","","","","1"
"2017-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","780.6","","","","1"
"2018-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","776.4","","","","1"
"2018-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","780.5","","","","1"
"2018-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","791.2","","","","1"
"2018-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","798.9","","","","1"
"2018-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","794.3","","","","1"
"2018-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","792.6","","","","1"
"2018-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","792.3","","","","1"
"2018-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","794.9","","","","1"
"2018-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","793.7","","","","1"
"2018-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","796.4","","","","1"
"2018-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","801.0","","","","1"
"2018-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","803.8","","","","1"
"2019-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","813.5","","","","1"
"2019-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","811.3","","","","1"
"2019-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","810.7","","","","1"
"2019-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","801.4","","","","1"
"2019-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","804.4","","","","1"
"2019-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","811.3","","","","1"
"2019-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","819.0","","","","1"
"2019-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","838.0","","","","1"
"2019-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","854.2","","","","1"
"2019-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","874.5","","","","1"
"2019-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","879.8","","","","1"
"2019-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","877.6","","","","1"
"2020-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","874.6","","","","1"
"2020-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","872.2","","","","1"
"2020-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","867.1","","","","1"
"2020-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","850.4","","","","1"
"2020-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","837.8","","","","1"
"2020-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","836.6","","","","1"
"2020-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","837.1","","","","1"
"2020-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","835.8","","","","1"
"2020-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","837.7","","","","1"
"2020-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","848.7","","","","1"
"2020-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","849.1","","","","1"
"2020-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","835.3","","","","1"
"2021-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","822.5","","","","1"
"2021-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","828.3","","","","1"
"2021-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","837.4","","","","1"
"2021-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","850.4","","","","1"
"2021-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","866.3","","","","1"
"2021-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","907.5","","","","1"
"2021-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","934.1","","","","1"
"2021-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","950.0","","","","1"
"2021-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","944.0","","","","1"
"2021-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","944.5","","","","1"
"2021-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","934.1","","","","1"
"2021-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","925.8","","","","1"
"2022-01","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","915.3","","","","1"
"2022-02","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","912.7","","","","1"
"2022-03","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","912.8","","","","1"
"2022-04","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","919.2","","","","1"
"2022-05","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","934.7","","","","1"
"2022-06","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","932.9","","","","1"
"2022-07","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","932.5","","","","1"
"2022-08","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","928.2","","","","1"
"2022-09","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","949.4","","","","1"
"2022-10","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","959.9","","","","1"
"2022-11","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","963.9","","","","1"
"2022-12","Alberta","2016A000248","Landed immigrants","Population","15 years and over","Persons","249","thousands","3","v53037076","14.2.1.1","955.1","","","","1"
"2015-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","128.5","","","","1"
"2015-02","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","129.4","","","","1"
"2015-03","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","133.1","","","","1"
"2015-04","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","141.7","","","","1"
"2015-05","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","148.1","","","","1"
"2015-06","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","151.4","","","","1"
"2015-07","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","151.1","","","","1"
"2015-08","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","151.0","","","","1"
"2015-09","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","153.3","","","","1"
"2015-10","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","157.8","","","","1"
"2015-11","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","159.0","","","","1"
"2015-12","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","154.1","","","","1"
"2016-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","153.7","","","","1"
"2016-02","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","154.2","","","","1"
"2016-03","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","156.4","","","","1"
"2016-04","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","150.5","","","","1"
"2016-05","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","151.9","","","","1"
"2016-06","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","152.8","","","","1"
"2016-07","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","156.6","","","","1"
"2016-08","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","158.5","","","","1"
"2016-09","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","160.5","","","","1"
"2016-10","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","165.8","","","","1"
"2016-11","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","163.4","","","","1"
"2016-12","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","158.4","","","","1"
"2017-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","148.6","","","","1"
"2017-02","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","141.7","","","","1"
"2017-03","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","141.5","","","","1"
"2017-04","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","143.5","","","","1"
"2017-05","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","150.2","","","","1"
"2017-06","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","148.7","","","","1"
"2017-07","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","148.1","","","","1"
"2017-08","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","145.0","","","","1"
"2017-09","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","143.9","","","","1"
"2017-10","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","140.1","","","","1"
"2017-11","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","138.3","","","","1"
"2017-12","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","141.4","","","","1"
"2018-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","145.0","","","","1"
"2018-02","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","145.4","","","","1"
"2018-03","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","142.6","","","","1"
"2018-04","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","136.2","","","","1"
"2018-05","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","124.8","","","","1"
"2018-06","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","122.7","","","","1"
"2018-07","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","125.9","","","","1"
"2018-08","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","133.1","","","","1"
"2018-09","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","138.9","","","","1"
"2018-10","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","143.7","","","","1"
"2018-11","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","150.1","","","","1"
"2018-12","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","146.7","","","","1"
"2019-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","149.8","","","","1"
"2019-02","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","148.2","","","","1"
"2019-03","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","146.8","","","","1"
"2019-04","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","138.8","","","","1"
"2019-05","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","133.7","","","","1"
"2019-06","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","134.5","","","","1"
"2019-07","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","134.8","","","","1"
"2019-08","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","140.7","","","","1"
"2019-09","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","143.6","","","","1"
"2019-10","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","152.4","","","","1"
"2019-11","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","157.8","","","","1"
"2019-12","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","160.8","","","","1"
"2020-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","161.8","","","","1"
"2020-02","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","160.0","","","","1"
"2020-03","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","157.5","","","","1"
"2020-04","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","149.0","","","","1"
"2020-05","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","138.1","","","","1"
"2020-06","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","133.8","","","","1"
"2020-07","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","131.0","","","","1"
"2020-08","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","128.1","","","","1"
"2020-09","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","120.9","","","","1"
"2020-10","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","116.0","","","","1"
"2020-11","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","110.2","","","","1"
"2020-12","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","106.7","","","","1"
"2021-01","Alberta","2016A000248","Immigrants, landed 5 or less years earlier","Population","15 years and over","Persons","249","thousands","3","v53037096","14.3.1.1","107.3","","","","1"
